timestamp,latency,tx_bitrate_mbps,latitude,longitude
1754911785,52.1,0.243,48.302963,11.636561
1754911786,39.9,0.325,48.302963,11.636561
1754911787,50.6,0.306,48.302963,11.636561
1754911788,46.0,0.311,48.302963,11.636561
1754911789,47.7,0.249,48.302963,11.636561
1754911790,42.8,0.285,48.302963,11.636561
1754911791,36.9,0.32,48.302963,11.636561
1754911792,52.1,0.338,48.302963,11.636561
1754911793,47.9,0.349,48.302963,11.636561
1754911794,48.2,0.238,48.302963,11.636561
1754911795,44.8,0.33,48.302963,11.636561
1754911796,42.1,0.242,48.302963,11.636561
1754911797,37.2,0.254,48.302963,11.636561
1754911798,51.9,0.336,48.302963,11.636561
1754911799,47.8,0.383,48.302963,11.636561
1754911800,41.1,0.26,48.302963,11.636561
1754911801,46.0,0.268,48.302963,11.636561
1754911802,49.9,0.272,48.302963,11.636561
1754911803,49.8,0.271,48.302963,11.636561
1754911804,44.1,0.393,48.302963,11.636561
1754911805,38.0,0.363,48.302963,11.636561
1754911806,37.7,0.238,48.302963,11.636561
1754911807,56.7,0.428,48.302963,11.636561
1754911808,49.7,0.334,48.302963,11.636561
1754911809,39.1,0.256,48.302963,11.636561
1754911810,45.1,0.294,48.302963,11.636561
1754911811,45.0,0.285,48.302963,11.636561
1754911812,46.9,0.276,48.302963,11.636561
1754911813,41.1,0.275,48.302963,11.636561
1754911814,36.7,0.353,48.302963,11.636561
1754911815,45.0,0.227,48.302963,11.636561
1754911816,48.7,0.464,48.302963,11.636561
1754911817,41.6,0.229,48.302963,11.636561
1754911818,43.7,0.419,48.302963,11.636561
1754911819,46.0,0.358,48.302963,11.636561
1754911820,50.7,0.245,48.302963,11.636561
1754911821,44.9,0.228,48.302963,11.636561
1754911822,41.8,0.37,48.302963,11.636561
1754911823,39.8,0.26,48.302963,11.636561
1754911824,48.8,0.252,48.302963,11.636561
1754911825,45.8,0.379,48.302963,11.636561
1754911826,47.2,0.326,48.302963,11.636561
1754911827,48.4,0.262,48.302963,11.636561
1754911828,46.0,0.306,48.302963,11.636561
1754911829,50.7,0.304,48.302963,11.636561
1754911830,42.2,0.251,48.302963,11.636561
1754911831,38.8,0.348,48.302963,11.636561
1754911832,48.0,0.302,48.302963,11.636561
1754911833,47.8,0.34,48.302963,11.636561
1754911834,49.1,0.389,48.302963,11.636561
1754911835,37.4,0.308,48.302963,11.636561
1754911836,51.1,0.353,48.302963,11.636561
1754911837,41.8,0.453,48.302961,11.636557
1754911838,44.1,0.334,48.302952,11.636536
1754911839,40.4,0.234,48.302935,11.636494
1754911840,43.0,0.33,48.302911,11.636437
1754911841,36.7,0.253,48.30288,11.636365
1754911842,44.9,0.402,48.302842,11.636277
1754911843,40.0,0.349,48.302799,11.636176
1754911844,47.1,0.297,48.30275,11.636064
1754911845,47.1,0.396,48.302698,11.635944
1754911846,50.0,0.341,48.302643,11.635817
1754911847,46.4,0.356,48.302585,11.635684
1754911848,41.0,0.361,48.302524,11.635546
1754911849,45.7,0.397,48.30246,11.635404
1754911850,50.3,0.24,48.302392,11.635257
1754911851,46.0,0.293,48.302321,11.635105
1754911852,42.7,0.345,48.302248,11.634948
1754911853,44.8,0.302,48.302171,11.634785
1754911854,48.9,0.262,48.30209,11.634618
1754911855,50.9,0.266,48.302005,11.634447
1754911856,42.0,0.38,48.301917,11.634271
1754911857,42.8,0.242,48.301824,11.634092
1754911858,37.9,0.239,48.301729,11.633911
1754911859,42.8,0.24,48.301636,11.633732
1754911860,40.7,0.349,48.301545,11.633554
1754911861,49.6,0.277,48.301455,11.633376
1754911862,50.9,0.321,48.301363,11.633196
1754911863,49.7,0.314,48.301271,11.633016
1754911864,38.5,0.279,48.301179,11.632837
1754911865,47.8,0.268,48.301088,11.632659
1754911866,48.1,0.302,48.300998,11.63248
1754911867,44.4,0.296,48.30091,11.6323
1754911868,43.6,0.344,48.300823,11.63212
1754911869,51.8,0.354,48.300738,11.631938
1754911870,45.8,0.291,48.300653,11.631758
1754911871,46.9,0.359,48.300567,11.631579
1754911872,39.2,0.246,48.300479,11.631403
1754911873,46.0,0.329,48.300392,11.631227
1754911874,36.1,0.29,48.300308,11.631052
1754911875,44.9,0.238,48.300228,11.630878
1754911876,41.0,0.363,48.30015,11.630704
1754911877,45.7,0.265,48.300074,11.630532
1754911878,40.2,0.262,48.300001,11.630365
1754911879,49.8,0.285,48.299931,11.630204
1754911880,45.1,0.315,48.299865,11.630054
1754911881,37.2,0.263,48.299806,11.629915
1754911882,36.6,0.334,48.299755,11.629796
1754911883,43.7,0.293,48.299714,11.629697
1754911884,44.8,0.366,48.299682,11.629618
1754911885,37.8,0.401,48.299661,11.629564
1754911886,49.8,0.335,48.299649,11.629536
1754911887,46.5,0.385,48.299646,11.629529
1754911888,38.8,0.255,48.299646,11.629529
1754911889,44.7,0.279,48.299646,11.629529
1754911890,40.0,0.414,48.299646,11.629529
1754911891,45.5,0.333,48.299646,11.629529
1754911892,43.8,0.339,48.299646,11.629529
1754911893,37.9,0.318,48.299646,11.629529
1754911894,43.9,0.381,48.299646,11.629529
1754911895,40.9,0.331,48.299646,11.629529
1754911896,53.7,0.368,48.299646,11.629529
1754911897,48.7,0.311,48.299646,11.629529
1754911898,41.8,0.272,48.299646,11.629529
1754911899,42.0,0.45,48.299646,11.629529
1754911900,53.6,0.301,48.299646,11.629527
1754911901,45.2,0.261,48.299639,11.629509
1754911902,41.5,0.404,48.299623,11.629469
1754911903,36.7,0.462,48.2996,11.629409
1754911904,48.1,0.246,48.299573,11.629339
1754911905,49.6,0.259,48.299545,11.629267
1754911906,49.9,0.232,48.299507,11.629204
1754911907,45.0,0.255,48.299458,11.629163
1754911908,40.9,0.339,48.299402,11.629156
1754911909,45.8,0.326,48.299344,11.629189
1754911910,52.8,0.388,48.299287,11.629252
1754911911,38.8,0.269,48.299223,11.629328
1754911912,47.7,0.437,48.29915,11.629414
1754911913,40.6,0.318,48.299068,11.629507
1754911914,50.5,0.328,48.29898,11.629605
1754911915,46.9,0.286,48.298889,11.629707
1754911916,38.7,0.388,48.298798,11.629818
1754911917,39.1,0.301,48.298712,11.629945
1754911918,51.0,0.398,48.298638,11.630092
1754911919,43.9,0.413,48.298579,11.630259
1754911920,37.8,0.304,48.298534,11.630441
1754911921,42.9,0.334,48.298498,11.630631
1754911922,50.1,0.295,48.298464,11.630823
1754911923,49.9,0.318,48.298424,11.631016
1754911924,44.0,0.316,48.298367,11.6312
1754911925,35.8,0.264,48.298288,11.631366
1754911926,49.9,0.364,48.298187,11.631505
1754911927,42.0,0.349,48.298068,11.631621
1754911928,38.0,0.32,48.297938,11.631722
1754911929,43.0,0.316,48.2978,11.631814
1754911930,63.8,0.294,48.297654,11.631899
1754911931,51.6,0.291,48.297502,11.631986
1754911932,49.1,0.332,48.297346,11.632078
1754911933,55.9,0.35,48.297184,11.632172
1754911934,43.7,0.33,48.297021,11.632266
1754911935,48.0,0.448,48.296861,11.632357
1754911936,48.3,0.349,48.296703,11.632448
1754911937,50.5,0.249,48.296546,11.632542
1754911938,35.6,0.295,48.296388,11.632638
1754911939,49.9,0.267,48.296228,11.632739
1754911940,50.5,0.344,48.296065,11.632849
1754911941,45.4,0.347,48.295897,11.632963
1754911942,38.2,0.312,48.29572,11.633074
1754911943,48.8,0.289,48.295535,11.633181
1754911944,38.9,0.429,48.295344,11.633287
1754911945,42.8,0.335,48.295148,11.633392
1754911946,43.9,0.302,48.29495,11.633498
1754911947,54.8,0.285,48.29475,11.633604
1754911948,57.9,0.231,48.294549,11.633709
1754911949,45.0,0.33,48.294348,11.633814
1754911950,47.1,0.285,48.294147,11.63392
1754911951,45.9,0.26,48.293945,11.634026
1754911952,42.9,0.345,48.293742,11.634133
1754911953,44.0,0.413,48.293537,11.634241
1754911954,38.5,0.251,48.293332,11.63435
1754911955,51.6,0.25,48.293127,11.63446
1754911956,45.1,0.241,48.292921,11.63457
1754911957,47.8,0.26,48.292715,11.634681
1754911958,42.6,0.279,48.292508,11.63479
1754911959,42.7,0.41,48.292301,11.6349
1754911960,42.7,0.275,48.292093,11.635009
1754911961,42.7,0.25,48.291885,11.635118
1754911962,43.9,0.24,48.291678,11.635227
1754911963,58.3,0.278,48.291472,11.635336
1754911964,37.8,0.278,48.291265,11.635446
1754911965,46.9,0.346,48.291058,11.635557
1754911966,37.3,0.35,48.290849,11.635668
1754911967,50.9,0.296,48.290638,11.635781
1754911968,59.9,0.363,48.290427,11.635893
